distance_km,traffic_level,prep_time_min,delivery_time_min
9.81,2,13.4,55.1
7.36,2,11.1,52.3
2.73,1,12.5,31.1
2.72,2,8.3,37.2
9.11,1,10.0,50.0
1.76,2,7.8,28.6
2.11,2,8.7,30.3
12.72,3,13.7,70.4
6.56,3,13.8,56.2
6.83,2,13.2,46.0
1.07,3,11.8,36.9
6.69,1,8.6,42.7
7.61,1,13.0,47.4
5.76,2,8.3,46.1
3.31,3,6.7,37.2
12.45,1,16.3,65.0
4.1,2,13.1,35.3
2.68,1,11.9,28.9
12.51,1,19.1,68.9
5.21,1,11.5,45.4
14.6,1,17.8,68.5
4.7,2,8.4,41.0
5.11,2,6.5,36.6
1.93,2,7.3,30.5
2.96,1,15.2,41.2
2.69,3,14.5,40.6
1.55,1,11.5,31.4
2.08,2,5.9,22.5
2.02,1,9.1,24.1
4.84,1,14.6,40.7
5.67,2,13.5,42.2
1.22,2,8.4,24.7
7.72,1,12.4,43.8
2.98,1,21.4,49.1
2.33,3,11.2,39.9
1.9,2,6.3,28.2
6.76,2,11.6,50.0
1.43,1,13.9,22.5
2.61,2,18.1,42.2
14.84,1,12.7,70.2
8.06,2,7.4,49.1
8.45,2,11.2,53.0
10.06,3,16.6,67.8
1.73,2,9.5,29.8
6.14,1,16.5,43.7
5.84,1,7.0,35.0
3.75,1,12.1,28.6
1.85,2,11.9,31.4
3.86,1,8.0,26.8
5.07,2,12.7,42.0
2.59,1,15.5,27.3
9.57,1,10.8,53.1
5.43,1,10.1,39.5
5.2,2,13.9,42.2
2.48,1,16.0,27.5
5.6,1,16.5,47.2
5.24,1,11.1,39.6
6.97,2,10.2,49.1
2.14,3,15.9,44.5
2.7,2,15.6,39.5
3.99,3,19.7,50.2
3.46,3,12.4,47.5
2.44,2,13.7,30.8
11.16,3,11.6,73.8
6.33,1,9.9,40.1
3.25,2,23.8,47.6
8.47,3,13.7,55.6
4.94,1,10.4,36.1
3.54,3,12.3,41.1
7.68,2,12.5,52.0
3.64,3,8.9,46.0
7.34,1,5.9,44.0
3.39,3,8.8,39.5
9.98,1,9.4,50.5
2.93,1,13.2,29.7
10.46,3,13.5,71.3
6.8,2,3.0,36.1
10.79,1,6.8,51.3
2.67,2,7.8,22.9
2.52,1,18.3,29.5
4.09,2,13.9,43.1
1.65,2,10.0,28.9
0.89,1,10.6,23.3
4.58,2,11.2,40.5
5.28,1,5.5,38.1
2.91,2,16.2,35.3
1.89,3,14.6,49.9
3.22,1,12.8,31.2
0.94,2,12.1,32.0
3.69,2,10.8,39.2
6.14,1,10.2,47.6
9.98,2,6.3,51.8
4.05,1,14.4,36.9
3.45,1,7.7,26.4
1.58,1,11.9,29.2
3.74,1,10.3,34.4
4.9,3,10.3,40.6
5.61,1,13.7,33.3
2.69,2,11.2,32.6
1.79,2,7.8,30.7
2.35,1,14.6,27.9
7.55,2,17.3,50.1
3.29,2,12.7,36.7
1.83,3,13.2,36.1
4.88,1,11.1,39.3
3.84,2,18.5,45.1
3.53,1,13.7,34.0
1.67,2,8.7,26.3
2.47,2,16.4,35.9
14.02,2,19.7,79.6
3.42,1,13.3,36.2
10.04,3,8.0,64.0
6.99,1,5.0,39.0
3.19,2,8.0,36.7
8.27,1,21.0,49.7
9.96,1,8.7,51.5
5.49,3,6.9,43.6
7.0,2,11.5,46.1
5.48,1,14.7,47.2
4.73,2,11.0,41.8
8.66,2,10.7,50.7
2.14,2,13.0,38.9
3.83,1,17.1,37.8
2.03,1,13.9,26.5
6.05,1,10.1,41.2
4.37,1,10.3,35.7
4.03,1,12.9,32.0
7.44,2,7.7,51.0
4.29,1,12.9,42.5
7.31,3,17.7,63.9
5.57,2,11.2,41.6
7.16,1,10.5,48.1
2.09,3,13.7,44.5
4.01,1,8.6,32.2
2.18,1,17.6,37.9
5.36,2,16.3,45.3
3.83,1,15.5,36.6
4.73,2,12.8,42.9
2.52,2,13.0,35.0
4.92,1,14.0,36.6
6.97,1,7.6,33.4
1.85,2,9.8,34.4
2.09,1,10.8,21.6
5.64,1,16.5,44.0
11.04,1,19.9,68.0
3.28,2,11.8,35.3
6.84,1,13.0,47.5
7.68,1,12.9,54.7
2.75,2,9.9,36.4
3.51,2,9.9,40.7
5.05,1,12.5,41.9
6.45,1,16.8,50.7
9.37,2,6.9,51.8
2.26,2,15.5,40.3
5.09,2,7.4,38.4
11.32,2,15.2,59.7
3.4,2,11.3,43.5
6.04,3,7.6,49.2
5.86,3,6.3,46.5
10.21,1,10.9,52.6
3.4,2,15.5,42.0
3.67,2,9.3,26.3
2.67,3,12.5,37.1
12.71,1,8.4,62.0
2.98,3,8.2,35.5
6.65,2,10.1,44.2
3.77,1,7.6,28.9
2.66,2,12.6,31.2
5.66,3,5.5,39.5
4.08,2,18.0,47.8
8.13,1,9.7,51.2
4.33,3,9.1,43.6
6.82,2,15.9,52.1
3.92,2,10.3,35.6
4.16,1,16.2,38.6
5.29,2,8.3,47.4
4.66,1,8.6,33.4
12.7,1,8.7,62.3
13.22,1,18.4,67.6
4.15,2,4.9,38.1
8.49,2,12.4,54.9
3.82,1,19.1,41.5
5.1,1,9.4,36.0
5.87,1,16.4,41.2
5.6,2,14.7,43.1
8.47,2,14.4,58.5
3.34,1,12.4,35.7
20.0,3,10.7,95.8
5.56,2,8.8,38.8
2.69,3,12.5,42.2
6.11,2,14.6,53.3
3.55,1,10.9,34.6
9.21,1,16.0,50.3
3.96,2,15.0,42.1
3.42,2,13.3,38.4
4.41,3,10.7,46.5
1.31,3,14.3,39.9
4.36,2,12.8,37.9
2.83,1,20.1,36.3
8.35,2,13.0,50.1
11.0,1,14.6,56.9
2.11,2,6.9,31.0
4.94,2,12.5,41.0
2.49,1,18.4,35.3
4.14,1,13.7,34.2
6.16,2,15.7,49.3
1.84,1,10.9,21.4
6.1,2,10.1,46.1
3.17,1,13.0,31.8
3.71,3,7.5,41.6
3.97,1,10.7,33.5
3.29,2,20.8,42.0
4.51,2,11.7,44.8
4.07,3,9.7,47.0
5.64,2,17.5,51.1
3.26,2,13.7,39.9
4.26,3,10.1,44.9
8.83,1,12.2,48.7
3.79,1,11.5,31.8
1.13,1,9.6,26.2
6.86,1,12.7,43.3
6.46,2,12.4,47.4
5.0,2,10.1,37.4
12.44,2,10.7,74.4
7.56,3,17.5,63.7
16.51,3,18.4,89.0
6.34,3,12.7,60.2
2.55,1,3.0,19.9
2.23,2,12.1,36.5
4.1,2,6.4,29.5
12.11,2,10.0,65.2
2.63,3,5.8,38.9
11.4,1,19.1,58.6
7.77,1,11.8,45.7
6.64,3,17.6,50.9
5.12,1,3.4,30.0
2.41,1,18.8,31.4
1.09,1,12.8,25.6
1.52,2,15.8,33.5
8.24,2,11.1,54.9
3.81,1,10.4,26.8
6.84,3,3.5,48.1
6.7,2,10.7,44.2
2.74,3,3.6,35.6
2.55,3,10.2,35.4
4.57,2,6.1,39.9
5.05,1,10.4,39.5
9.48,1,20.3,64.0
2.18,3,14.2,38.9
7.78,1,13.5,51.2
5.83,1,13.5,36.6
2.63,2,11.0,34.9
0.94,2,8.5,29.0
9.85,1,15.2,57.5
4.17,2,12.8,44.8
6.13,1,7.0,33.4
9.6,1,17.1,59.2
3.3,2,18.3,41.3
3.76,2,11.2,32.4
4.85,2,15.4,45.4
5.86,1,11.2,35.0
3.51,3,14.9,45.3
6.16,2,9.3,38.4
7.9,1,8.7,40.1
10.9,1,15.8,60.5
5.52,3,17.4,55.7
7.26,2,13.7,46.7
2.67,1,15.0,33.3
13.07,3,16.2,72.5
7.92,1,14.1,50.0
2.82,2,25.1,47.7
9.52,1,17.2,57.4
4.16,1,11.2,31.1
3.86,2,11.4,39.8
8.21,3,12.4,58.1
5.43,2,13.6,41.2
3.57,1,8.8,30.0
6.73,1,12.9,42.4
4.33,1,9.2,36.5
6.29,3,10.4,46.9
6.38,2,17.5,52.7
3.21,1,13.8,36.6
4.42,2,11.7,39.9
4.61,1,16.0,37.6
4.32,1,14.8,34.5
4.31,1,17.4,34.8
13.38,1,15.7,70.0
3.21,1,7.9,36.0
7.7,1,12.9,48.3
4.15,2,6.3,34.0
9.93,2,18.0,64.3
11.2,1,12.7,52.9
9.16,2,10.4,51.5
8.09,2,12.3,55.2
17.24,2,8.0,78.5
2.89,1,12.7,34.0
6.47,3,18.2,54.3
3.11,3,10.3,44.7
8.44,1,12.9,47.9
8.74,2,11.6,54.9
7.56,1,14.8,46.2
2.34,1,16.8,37.0
1.21,1,3.7,18.4
5.82,2,11.7,44.2
1.6,2,7.8,24.5
4.18,1,8.5,28.8
9.62,1,15.1,54.2
8.2,2,18.1,65.7
5.01,1,9.5,31.8
2.5,2,15.6,41.8
11.74,3,6.7,59.3
5.38,1,12.9,47.8
4.04,1,13.4,32.6
3.25,3,8.2,41.5
6.34,1,15.0,41.9
3.91,3,15.2,45.6
6.53,2,10.6,45.7
4.7,3,9.6,41.2
6.91,1,15.3,42.7
4.17,2,15.2,40.1
5.77,2,14.1,48.1
9.21,3,17.0,61.8
1.51,1,13.0,30.7
2.85,2,13.1,36.1
3.54,3,10.4,34.1
9.19,3,13.6,68.2
8.48,1,13.2,50.9
3.26,2,19.5,43.7
1.8,1,16.7,24.1
2.18,2,10.3,28.2
5.4,3,7.5,38.8
6.15,1,7.7,33.1
7.02,3,11.8,53.8
4.33,2,8.6,38.8
7.78,3,8.5,58.1
4.83,3,9.2,44.1
4.1,1,11.7,33.7
5.51,1,7.0,33.9
7.83,3,7.0,54.6
3.8,1,14.3,40.4
5.92,2,11.1,40.4
16.54,1,12.2,70.1
3.18,3,18.2,42.0
4.02,1,8.7,31.5
4.8,2,12.0,47.4
7.49,1,20.3,54.1
1.87,1,18.8,36.1
6.62,1,17.1,45.1
4.91,2,5.8,37.9
3.89,1,9.5,30.0
6.57,2,12.5,49.1
5.75,1,7.4,34.7
2.15,1,7.9,25.3
10.26,1,17.7,64.1
8.96,1,4.6,40.0
10.54,1,8.4,53.3
6.04,2,9.2,42.7
4.63,3,22.3,51.2
3.27,3,11.6,45.0
9.14,3,9.2,62.7
3.47,3,8.1,40.7
5.86,2,9.6,43.2
2.99,2,17.3,41.7
7.27,2,11.0,51.5
2.71,1,14.1,37.7
5.37,2,8.7,39.5
5.37,1,17.1,46.5
8.19,2,20.1,61.1
8.13,1,12.8,45.5
6.38,2,10.1,46.8
7.37,1,6.8,39.5
4.02,3,14.4,48.7
5.12,2,9.6,39.7
2.59,1,18.8,33.9
3.83,1,14.4,33.8
3.75,3,7.2,38.8
2.93,2,8.4,35.3
4.86,3,7.8,44.4
3.21,2,15.0,40.4
9.01,1,18.7,54.3
7.58,1,13.5,44.0
8.12,1,9.4,48.1
2.03,2,17.1,37.7
4.6,1,11.5,35.2
2.71,2,13.4,32.7
7.98,1,6.9,48.9
5.69,2,12.5,45.2
11.57,1,13.7,59.4
5.32,2,7.2,43.1
4.4,1,15.4,37.5
1.22,3,14.9,39.7
4.79,3,15.0,53.0
3.74,3,3.0,35.9
3.71,1,19.4,41.9
2.49,1,10.3,28.5
5.72,2,11.4,42.9
4.22,2,6.8,37.6
4.0,1,10.5,36.6
7.92,1,10.9,49.2
4.5,3,16.6,48.3
7.58,2,7.4,50.5
3.72,1,13.1,31.2
10.88,1,13.8,55.0
6.21,1,11.1,35.8
6.15,2,11.9,46.2
2.58,3,13.5,41.3
7.23,1,5.4,35.2
3.56,1,10.4,30.3
2.84,1,9.6,27.4
9.25,3,12.7,65.8
5.2,3,20.5,57.5
8.26,2,8.4,48.0
4.81,2,19.6,44.4
8.39,1,9.6,42.0
6.71,1,12.2,50.0
13.56,1,14.1,67.1
9.51,2,4.6,53.7
5.66,3,18.7,57.8
1.94,3,12.8,41.0
4.01,2,13.0,40.0
10.88,3,19.7,70.4
5.58,2,10.9,39.5
20.0,1,13.6,90.4
6.71,2,6.4,37.2
3.03,3,14.8,39.9
1.93,3,11.5,39.9
1.37,1,11.1,23.7
0.73,2,11.2,30.3
6.86,2,15.7,51.8
3.46,1,9.9,33.4
7.38,1,15.2,48.9
3.34,2,13.1,33.6
5.6,2,3.8,41.6
4.52,1,13.6,35.4
4.11,1,13.5,38.2
3.62,1,9.3,31.4
5.95,1,9.4,39.5
8.34,3,11.8,50.5
9.17,2,14.0,56.5
3.05,3,13.7,49.6
4.42,1,6.1,34.2
4.14,1,12.0,32.4
7.26,2,6.3,50.0
3.6,1,12.6,37.8
1.86,3,13.3,40.6
7.39,3,8.7,51.8
2.88,1,10.6,31.2
2.71,1,3.0,21.7
6.66,1,10.2,46.3
6.83,1,3.2,36.1
4.59,3,11.1,47.7
8.71,2,13.0,53.3
2.65,3,12.3,47.2
4.98,3,15.8,55.6
4.53,1,12.9,35.2
4.89,1,13.1,46.4
7.12,2,11.0,47.3
13.36,2,15.0,66.9
8.82,3,9.8,54.0
4.8,1,18.8,44.4
9.22,3,11.2,61.7
2.36,1,14.1,29.9
3.84,3,11.7,44.4
2.28,3,15.6,39.3
3.31,3,9.0,39.2
4.08,2,13.7,40.8
3.25,1,8.7,28.8
4.05,3,18.6,46.7
12.96,1,9.6,58.1
3.76,1,11.2,31.9
6.5,1,6.8,33.3
5.29,2,9.2,39.5
8.54,1,7.1,48.9
3.53,2,6.1,37.6
3.17,2,15.8,39.0
7.84,3,7.4,53.1
8.55,1,7.9,50.0
3.31,2,13.0,41.2
4.17,3,21.7,54.1
14.85,3,3.0,70.1
2.55,2,14.9,45.4
2.44,2,12.0,37.1
14.54,2,14.9,71.4
6.18,3,11.2,44.9
8.18,1,14.4,52.3
7.62,1,16.3,48.9
4.15,1,9.6,38.0
3.19,3,3.6,28.7
0.96,1,6.2,14.9
2.91,2,11.1,35.8
6.91,1,13.3,41.2
3.41,2,14.4,44.2
3.41,2,7.8,36.1
10.38,2,11.5,64.3
2.44,3,10.3,28.5
4.04,2,13.2,34.8
6.06,2,12.6,49.6
11.31,2,8.5,55.2
3.85,3,15.9,51.3
5.3,2,7.5,35.9
7.14,3,19.3,69.2
7.73,1,11.6,45.2
5.38,2,14.1,45.6
2.38,2,10.9,36.8
7.43,2,15.8,55.7
4.62,2,8.1,37.5
10.25,1,6.1,60.7
2.07,2,14.8,34.3
3.49,2,3.0,25.2
4.19,3,5.2,43.1
6.3,2,15.2,50.7
5.58,1,13.5,39.0
0.87,3,15.0,35.5
1.04,1,7.1,21.7
2.65,2,3.0,31.3
8.79,2,4.2,51.0
9.34,1,7.1,41.2
3.24,3,23.0,51.8
4.02,2,5.0,32.2
3.27,2,10.9,38.8
13.31,1,10.9,59.5
5.52,1,16.8,43.3
4.9,1,13.6,40.6
5.87,2,12.3,45.8
0.89,2,16.4,34.8
3.63,2,9.3,42.3
3.9,1,14.1,39.8
9.55,3,14.0,58.9
3.54,1,6.6,33.1
2.19,2,9.4,35.1
1.97,2,8.6,26.3
2.68,2,10.0,33.3
1.14,2,11.4,28.5
4.24,2,8.8,40.6
8.97,2,11.0,52.0
14.09,2,8.0,67.7
2.82,1,8.9,31.4
8.97,1,14.7,50.8
2.82,2,11.6,34.0
8.65,1,11.5,52.9
8.87,2,9.1,50.5
3.41,2,4.6,41.6
8.27,2,5.5,46.3
4.44,1,13.7,31.0
5.39,1,21.5,51.1
5.97,2,17.7,51.5
2.64,1,10.4,30.5
2.27,3,11.5,41.4
1.55,1,11.3,33.1
6.36,1,12.0,46.4
1.28,2,11.9,28.4
6.26,1,8.2,42.5
5.07,2,14.1,45.9
4.5,3,20.9,50.3
5.66,1,7.9,34.4
9.79,2,10.0,63.1
13.42,3,13.8,74.1
6.95,1,8.1,43.9
3.44,1,12.2,32.5
10.24,1,10.0,54.9
2.25,1,5.7,19.6
3.48,3,18.2,47.7
9.7,2,4.2,44.6
7.15,2,14.3,58.2
4.59,2,12.9,43.5
5.45,2,13.5,41.2
3.36,1,12.7,32.4
4.84,1,18.3,45.3
6.46,2,15.7,49.9
5.97,3,11.3,45.9
5.9,2,13.3,41.8
3.73,1,16.5,39.6
3.85,3,19.3,53.2
7.29,2,8.2,37.8
6.58,1,11.8,40.1
3.08,2,6.5,29.4
3.51,3,10.2,41.1
4.49,3,12.2,48.6
4.92,1,8.5,38.2
5.97,2,11.3,43.4
2.41,1,16.1,29.7
5.27,2,11.1,40.0
7.32,1,10.5,48.7
4.17,2,4.9,33.1
7.73,2,12.0,54.5
4.17,3,10.1,44.8
3.58,3,15.7,54.2
3.97,2,7.0,29.5
3.95,1,12.9,33.8
8.3,2,9.6,49.4
5.1,1,15.3,45.8
3.86,3,12.8,43.9
5.83,3,6.8,48.1
7.77,1,8.5,35.2
3.6,2,19.8,44.2
6.26,2,15.6,53.5
2.22,2,12.9,38.2
1.49,3,10.9,34.0
3.52,2,11.2,33.9
6.5,3,9.6,48.7
3.56,1,9.6,30.4
3.25,2,11.6,42.7
9.85,3,13.4,62.7
1.26,1,5.2,21.4
5.96,1,5.2,39.0
8.8,2,12.1,54.0
4.29,3,10.2,40.0
5.0,2,9.3,38.5
2.68,2,16.2,39.7
4.12,2,13.8,42.4
7.96,2,9.5,48.7
5.09,1,7.5,37.3
2.17,2,13.0,30.0
10.87,3,14.1,66.8
7.51,3,3.0,47.1
4.07,1,13.7,36.2
4.66,3,18.9,49.5
7.14,2,13.5,51.3
8.21,2,15.6,55.7
5.65,1,8.6,35.2
2.1,3,13.1,39.7
3.78,1,14.1,37.8
3.49,2,18.4,46.1
6.13,1,10.4,38.9
7.61,2,11.2,51.9
3.82,2,18.9,54.0
3.04,2,9.2,37.0
4.16,1,13.0,41.4
4.05,2,11.9,38.1
5.3,1,7.5,38.4
7.45,3,14.1,60.4
6.35,3,11.1,48.2
5.21,1,11.0,37.5
6.72,2,18.3,53.2
2.34,1,3.0,20.0
5.9,2,12.9,43.6
2.45,2,11.5,36.3
12.05,2,13.0,66.4
7.14,1,10.9,46.7
6.38,1,9.5,34.3
3.95,2,12.1,42.1
5.31,1,13.8,38.3
1.98,2,14.7,39.2
4.74,2,10.0,40.8
6.66,1,13.9,44.8
3.08,1,11.3,27.3
5.19,3,9.4,45.4
6.81,3,14.7,49.0
7.76,1,13.4,47.0
3.01,2,14.9,38.6
1.52,2,11.2,29.3
3.62,2,6.2,33.3
2.85,2,15.8,39.0
8.29,2,11.8,55.7
14.43,1,8.5,65.5
5.26,2,7.2,44.4
3.9,1,14.5,34.6
4.16,2,13.1,42.5
3.93,2,15.7,45.5
4.32,2,12.4,41.3
2.88,2,9.1,34.4
3.31,2,10.0,40.8
5.12,1,13.8,41.4
3.55,1,8.0,29.6
1.62,2,11.3,33.8
5.24,3,10.0,42.9
2.28,2,10.3,32.5
2.28,1,24.1,37.5
6.33,2,4.1,42.6
2.18,3,13.1,38.3
7.53,3,7.7,54.1
1.96,1,20.2,34.8
2.53,2,10.8,35.4
2.21,2,11.2,36.6
11.83,3,13.6,65.3
10.98,1,14.5,63.3
9.31,3,11.4,57.1
6.37,1,17.0,47.4
2.28,1,12.1,32.1
14.12,1,16.2,73.0
3.19,2,10.6,44.1
3.56,2,8.3,32.7
4.06,3,10.0,43.7
6.6,3,8.6,49.1
4.72,1,5.7,26.5
9.26,1,9.0,50.0
7.77,1,7.3,35.2
3.5,3,14.3,47.5
6.24,2,18.1,49.0
9.85,2,7.8,58.2
5.0,3,12.4,44.2
5.38,1,8.4,37.1
3.24,2,15.8,43.3
5.53,3,17.2,61.3
7.41,2,9.8,48.6
3.45,2,14.8,33.7
6.38,1,4.9,40.7
3.87,1,13.4,41.9
4.51,1,15.5,35.8
7.76,1,13.1,50.7
4.51,2,14.7,42.7
2.5,2,16.7,34.7
7.79,2,21.5,63.6
7.76,3,12.5,59.6
7.8,3,12.0,62.7
7.55,1,14.8,47.6
2.13,1,9.1,22.5
2.99,1,15.5,32.8
6.2,2,8.5,36.3
3.83,2,12.5,39.4
1.68,1,8.8,22.8
4.55,2,7.3,39.0
7.19,1,12.2,48.8
3.99,2,8.4,38.7
4.24,2,7.3,38.7
1.74,1,10.9,30.5
6.75,3,8.2,58.3
8.38,1,12.8,51.9
5.9,2,13.9,43.6
7.37,1,13.7,45.9
3.7,1,19.2,41.2
3.79,2,11.8,36.0
8.18,2,10.5,44.9
4.26,2,12.8,36.0
6.12,1,9.9,41.1
9.68,2,6.6,53.7
1.66,3,14.0,36.9
3.94,1,8.7,35.7
4.5,1,8.6,26.3
1.41,1,10.5,25.7
2.08,1,12.1,30.1
5.95,1,10.0,43.5
2.62,2,3.1,31.1
2.5,1,12.0,29.3
17.75,1,12.9,73.8
4.4,3,13.3,42.8
6.54,1,18.7,50.7
3.23,3,8.1,38.4
0.67,3,19.3,40.4
6.61,2,13.5,54.3
2.7,2,9.2,30.3
2.21,2,19.1,42.5
3.11,3,11.0,37.2
6.54,2,16.1,55.0
8.53,3,7.5,64.3
3.46,1,16.3,45.9
2.88,2,15.7,44.2
3.17,1,11.0,32.6
5.54,3,17.9,55.0
2.6,1,6.7,25.7
7.6,1,20.8,55.7
7.18,1,6.4,47.7
4.08,1,13.3,31.6
6.6,3,12.1,51.8
4.53,2,3.0,28.5
2.01,1,13.2,28.7
7.04,3,10.4,51.0
4.3,3,7.7,42.0
6.24,2,9.1,40.6
3.44,2,5.5,31.2
3.76,2,15.9,40.4
1.81,2,7.5,24.2
6.4,2,10.4,46.2
4.71,3,17.4,57.1
6.07,3,19.1,52.2
4.43,1,5.8,21.6
5.33,1,13.3,41.0
5.92,2,17.3,49.3
9.61,1,16.3,56.0
5.76,2,7.0,41.1
12.99,1,10.0,58.5
4.92,2,12.9,40.6
7.99,1,15.7,50.9
4.75,2,15.1,39.4
1.68,2,6.5,24.0
4.98,2,14.7,43.2
2.67,1,16.4,35.6
4.76,3,18.1,57.6
3.18,2,14.0,37.8
6.37,1,8.5,36.5
4.94,1,13.4,40.4
2.0,1,13.2,24.8
2.59,1,7.0,22.2
6.46,2,6.8,41.4
3.8,2,14.4,40.9
4.57,2,17.2,45.5
6.12,2,12.2,40.1
2.41,1,12.8,30.8
6.3,2,9.4,45.8
5.6,2,10.6,40.8
4.72,1,14.2,43.6
4.1,3,15.2,45.7
6.62,3,11.7,52.6
6.21,2,3.1,38.4
8.63,1,12.3,50.7
2.77,2,6.4,27.2
5.06,2,4.3,36.3
12.02,2,9.4,60.1
8.27,3,18.1,60.2
8.19,2,5.9,51.6
5.69,2,12.2,40.3
4.83,1,12.9,36.6
5.4,2,17.4,43.1
2.41,2,9.2,29.4
5.24,2,11.9,40.2
3.69,2,7.6,39.7
10.03,2,9.0,53.5
9.15,3,14.1,58.2
6.51,1,16.2,38.2
2.43,2,4.0,26.5
1.48,1,3.6,17.4
3.16,1,9.4,29.8
7.6,2,16.1,52.6
8.6,2,8.4,48.7
7.58,1,16.1,46.8
5.33,1,11.0,30.2
9.32,1,9.4,55.7
5.87,1,14.5,41.6
11.56,3,12.1,69.6
9.45,3,13.1,65.1
5.51,2,3.4,41.6
8.43,2,12.5,53.8
6.5,1,12.3,33.2
8.82,2,25.1,71.2
10.59,3,11.3,63.7
1.97,2,12.5,30.2
3.04,1,16.5,37.8
7.49,2,16.2,48.7
3.66,2,14.2,39.5
1.69,2,16.6,35.7
5.74,3,3.9,44.8
9.41,2,11.0,53.7
10.02,2,9.5,52.3
10.07,1,12.3,50.5
15.77,2,5.0,71.2
6.71,1,14.7,41.4
4.42,2,10.4,39.8
6.29,2,14.3,53.1
6.5,2,12.0,46.7
5.04,2,13.5,41.9
14.55,1,16.5,67.9
2.54,3,8.9,42.4
5.32,1,5.8,43.1
2.24,2,11.7,37.0
2.44,2,8.9,38.8
3.54,1,11.4,29.1
5.38,3,9.4,46.3
3.37,3,3.0,32.0
3.1,1,7.8,32.8
4.45,2,8.6,32.2
4.29,2,13.0,43.4
4.05,1,14.7,32.2
1.97,2,17.4,36.3
3.07,2,12.8,37.9
20.0,1,19.6,91.7
3.51,2,18.6,44.0
3.51,2,10.5,37.5
9.33,2,10.5,59.1
6.87,2,7.6,43.6
1.83,1,11.8,29.3
4.47,2,10.6,38.5
5.25,2,14.0,50.8
4.1,2,19.4,45.9
3.32,1,21.2,40.2
2.29,3,14.7,41.1
6.3,3,8.5,50.1
6.67,2,13.4,52.9
2.72,1,14.0,33.7
2.26,2,8.9,31.4
3.78,1,11.3,30.1
8.5,1,15.4,52.2
3.62,1,9.8,36.8
5.24,2,7.8,40.0
3.99,3,11.1,48.4
10.29,3,13.0,63.7
5.6,2,17.2,52.9
5.48,2,8.9,47.4
2.3,3,15.1,41.9
1.69,2,12.5,28.4
4.74,2,13.9,44.1
1.82,1,13.2,28.2
4.84,1,8.8,27.9
4.31,1,3.0,26.4
11.2,1,8.1,51.9
5.15,2,13.4,49.0
13.48,3,12.4,74.7
3.79,3,13.2,49.0
5.23,1,11.2,36.3
4.53,3,12.3,47.3
1.48,3,10.4,27.2
5.36,1,17.2,40.1
4.72,1,6.2,34.0
6.22,2,9.1,39.7
4.47,1,8.2,41.2
5.66,1,11.3,33.9
3.54,1,14.7,37.0
8.81,1,19.1,54.6
6.21,1,16.2,42.5
6.39,2,15.9,45.4
3.4,3,17.7,44.0
5.84,3,16.2,50.1
16.8,1,16.1,81.7
4.53,2,8.5,38.0
6.39,2,9.6,41.8
2.65,1,14.6,31.5
4.2,1,12.5,31.3
3.71,2,10.7,35.6
7.4,2,16.5,55.5
4.59,1,10.2,30.5
2.51,3,13.5,38.6
3.42,3,11.9,39.6
2.67,3,8.2,36.0
12.12,1,19.1,73.8
3.6,1,5.4,30.5
12.39,1,7.0,59.8
2.55,3,10.3,35.3
5.38,2,17.5,48.3
0.92,3,17.3,40.2
3.87,1,9.2,29.5
13.94,1,14.5,70.2
11.44,2,11.0,65.6
5.02,2,8.0,32.1
2.87,1,13.3,34.3
1.76,2,12.2,31.5
4.31,1,9.7,34.3
12.12,3,15.1,68.4
2.79,3,15.8,45.5
9.84,2,8.1,57.1
1.89,2,18.6,33.8
4.68,1,14.3,39.8
2.54,1,11.4,26.5
3.7,2,18.4,42.7
9.49,1,15.3,50.9
4.08,2,15.7,40.2
8.82,1,15.3,54.3
1.57,1,11.0,22.7
9.28,3,14.3,63.3
6.83,2,11.6,47.4
4.95,2,9.1,38.0
7.85,2,8.3,47.1
2.42,3,14.1,46.0
4.93,1,16.1,41.4
2.46,2,6.2,38.7
4.25,3,18.8,59.5
2.58,2,14.9,34.4
3.75,1,15.8,36.4
5.59,1,10.9,39.8
6.82,1,14.7,46.4
5.37,2,15.0,46.7
2.11,1,6.8,19.0
1.53,2,16.0,37.0
3.27,1,21.0,36.3
4.56,1,9.1,33.1
1.9,1,4.9,21.1
4.72,3,9.1,39.0
3.04,1,15.5,38.0
7.93,2,13.9,65.9
4.23,1,8.4,31.3
6.14,2,9.7,44.2
3.08,3,5.1,36.4
4.36,1,12.6,37.8
2.39,2,3.5,25.0
6.6,1,11.2,40.3
4.05,2,6.6,32.5
11.46,1,11.4,60.3
6.38,1,14.7,48.7
2.08,1,11.4,25.9
1.93,2,12.9,33.1
4.92,1,13.2,41.1
10.33,2,10.8,63.6
4.26,1,8.9,26.5
3.17,2,5.1,32.4
4.65,2,13.3,41.8
10.47,3,17.7,64.1
3.81,1,20.5,46.6
5.62,2,4.6,33.9
6.71,1,8.2,45.9
10.68,1,14.4,62.5
10.65,1,19.6,61.4
5.21,2,7.8,41.3
12.03,2,12.6,68.5
8.37,1,13.0,50.6
11.23,1,9.8,55.7
3.17,3,11.4,46.3
4.15,2,10.4,41.1
5.21,2,6.0,37.3
3.72,1,19.3,36.2
5.35,3,13.1,53.1
6.94,1,10.2,45.2
1.29,1,16.8,29.6
2.6,1,11.1,34.0
1.97,1,16.7,35.9
5.39,1,9.3,42.8
5.63,1,16.6,43.0
1.01,1,14.8,26.4
4.45,3,9.4,39.9
5.42,3,15.2,45.5
5.91,1,16.2,48.6
